customer_id,customer_name,segment,recency,frequency,monetary,rfm_score,customer_segment
BP-11852,Ben Peterman,Corporate,6,6,850,532,Loyal Customers
MZ-173354,Maria Zettner,Home Office,31,4,594,522,Potential/Others
AR-103452,Alex Russell,Corporate,30,9,7043,555,Champions
RK-193001,Ralph Kennedy,Consumer,128,5,3288,334,Loyal Customers
NP-86851,Nora Pelletier,Home Office,115,3,4655,325,Potential/Others
PF-192251,Phillip Flathmann,Consumer,3,10,3374,554,Champions
JM-158651,John Murray,Consumer,69,6,4020,444,Champions
BW-11103,Bart Watters,Corporate,258,5,1268,232,At Risk
QJ-192552,Quincy Jones,Corporate,374,3,3314,124,Lost Customers
SJ-201253,Sanjit Jacobs,Home Office,210,5,2515,233,At Risk
MO-175002,Mary O'Rourke,Consumer,148,5,4472,335,Loyal Customers
NL-83102,Nancy Lomonaco,Home Office,781,1,29,111,Lost Customers
LW-171253,Liz Willingham,Consumer,42,3,1252,422,Potential/Others
LH-69001,Lena Hernandez,Consumer,307,2,815,212,Lost Customers
LS-169751,Lindsay Shagiari,Home Office,251,4,1977,223,Lost Customers
VG-117901,Vivek Gonzalez,Consumer,161,2,266,211,Lost Customers
AG-3001,Aleksandra Gannaway,Corporate,146,2,866,312,Potential/Others
SK-199901,Sally Knutson,Consumer,139,4,1776,333,Loyal Customers
AG-103002,Aleksandra Gannaway,Corporate,73,7,6071,445,Champions
SS-105151,Shirley Schmidt,Home Office,778,1,373,111,Lost Customers
JB-160001,Joy Bell-,Consumer,185,7,6316,245,At Risk
PK-190751,Pete Kriz,Consumer,176,5,3098,234,At Risk
NC-186253,Noah Childs,Corporate,108,3,1573,323,Potential/Others
BE-114102,Bobby Elias,Consumer,85,7,7623,345,Loyal Customers
MH-74403,Mark Haberlin,Corporate,698,2,268,111,Lost Customers
HG-48452,Harry Greene,Consumer,142,3,1223,322,Potential/Others
TM-114902,Tony Molinari,Consumer,56,6,1779,443,Champions
EK-37952,Eileen Kiefer,Home Office,213,4,1355,222,Lost Customers
CC-22203,Chris Cortes,Consumer,22,4,1662,523,Potential/Others
LS-169453,Linda Southworth,Corporate,83,5,1321,332,Loyal Customers
JB-54002,Jennifer Braxton,Corporate,83,4,506,321,Potential/Others
GH-146654,Greg Hansen,Consumer,3,2,147,511,Potential/Others
AS-2251,Alan Schoenberger,Corporate,3,3,254,511,Potential/Others
KB-65851,Ken Black,Corporate,372,2,217,111,Lost Customers
TS-216551,Trudy Schmidt,Consumer,356,6,1940,143,At Risk
AP-9151,Arthur Prichep,Consumer,464,3,2151,113,Lost Customers
JL-52351,Janet Lee,Consumer,772,1,1186,112,Lost Customers
MC-78452,Michael Chen,Consumer,35,2,608,412,Potential/Others
JC-53402,Jasper Cacioppo,Consumer,772,1,178,111,Lost Customers
BO-13501,Bill Overfelt,Corporate,22,3,477,511,Potential/Others
KB-164054,Katrina Bavinger,Home Office,118,3,909,322,Potential/Others
TC-211452,Theresa Coyne,Corporate,51,4,907,432,Loyal Customers
PB-188054,Patrick Bzostek,Home Office,26,3,741,522,Potential/Others
KW-164353,Katrina Willman,Consumer,83,5,1835,333,Loyal Customers
MS-73651,Maribeth Schnelling,Consumer,225,4,1233,222,Lost Customers
TN-110401,Tanja Norvell,Home Office,55,2,188,411,Potential/Others
DB-133603,Dennis Bolton,Home Office,68,7,2018,443,Champions
SV-208152,Stuart Van,Corporate,42,4,2319,433,Loyal Customers
TB-115201,Tracy Blumstein,Consumer,81,4,2540,334,Loyal Customers
DB-31202,David Bremer,Corporate,359,2,465,111,Lost Customers
LC-68852,Lena Creighton,Consumer,769,1,95,111,Lost Customers
MS-79801,Michael Stewart,Corporate,7,2,673,512,Potential/Others
KC-62552,Karen Carlisle,Corporate,58,5,395,431,Loyal Customers
ZD-219253,Zuschuss Donatelli,Consumer,197,3,1550,223,Lost Customers
AF-8702,Art Ferguson,Consumer,766,1,125,111,Lost Customers
SU-106652,Stephanie Ulpright,Home Office,174,3,1568,223,Lost Customers
JM-58652,John Murray,Consumer,764,1,349,111,Lost Customers
ML-177551,Max Ludwig,Home Office,163,11,6767,255,At Risk
CR-127302,Craig Reiter,Consumer,23,3,1625,523,Potential/Others
TP-214154,Tom Prescott,Consumer,105,5,5329,335,Loyal Customers
MW-182202,Mitch Webber,Consumer,69,5,5709,435,Loyal Customers
KH-166301,Ken Heidel,Corporate,44,4,274,421,Potential/Others
JB-59251,Joni Blumstein,Consumer,23,3,351,521,Potential/Others
NP-187003,Nora Preis,Consumer,194,6,1238,242,At Risk
MH-76202,Matt Hagelstein,Corporate,763,1,129,111,Lost Customers
DK-32251,Dean Katz,Corporate,66,5,822,432,Loyal Customers
GH-44851,Gene Hale,Corporate,86,3,346,321,Potential/Others
TS-214303,Tom Stivers,Corporate,48,3,1813,423,Potential/Others
EJ-137201,Ed Jacobs,Consumer,50,6,4136,444,Champions
PL-189253,Paul Lucas,Home Office,59,3,1329,422,Potential/Others
MG-181451,Mike Gockenbach,Consumer,34,5,3170,434,Loyal Customers
LH-67501,Larry Hughes,Consumer,758,2,312,111,Lost Customers
RH-195554,Ritsa Hightower,Consumer,520,2,740,112,Lost Customers
RF-197352,Roland Fjeld,Consumer,182,3,1320,222,Lost Customers
CK-125951,Clytie Kelty,Consumer,129,7,7018,345,Loyal Customers
MH-176204,Matt Hagelstein,Corporate,156,4,1253,222,Lost Customers
SU-206654,Stephanie Ulpright,Home Office,21,7,2596,544,Champions
SL-101552,Sara Luxemburg,Home Office,756,1,28,111,Lost Customers
MK-79051,Michael Kennedy,Corporate,220,4,347,221,Lost Customers
BF-11702,Ben Ferrer,Home Office,194,4,637,222,Lost Customers
KN-63901,Katherine Nockton,Corporate,756,1,117,111,Lost Customers
AF-108704,Art Ferguson,Consumer,42,7,2052,443,Champions
AG-107651,Anthony Garverick,Home Office,377,4,1586,123,Lost Customers
TS-216553,Trudy Schmidt,Consumer,85,5,1308,332,Loyal Customers
CC-21002,Chad Cunningham,Home Office,146,3,507,321,Potential/Others
TT-214604,Tonja Turnell,Home Office,13,7,5365,545,Champions
SM-109051,Susan MacKendrick,Consumer,133,4,1576,333,Loyal Customers
ES-40201,Erica Smith,Consumer,29,2,367,511,Potential/Others
GT-46351,Grant Thornton,Corporate,10,5,1113,532,Loyal Customers
SC-208004,Stuart Calhoun,Consumer,31,4,278,531,Loyal Customers
CB-125351,Claudia Bergmann,Corporate,43,3,3987,414,Potential/Others
DF-131353,David Flashing,Consumer,416,3,359,121,Lost Customers
DC-132851,Debra Catini,Consumer,451,2,440,111,Lost Customers
RC-199603,Ryan Crowe,Consumer,23,4,971,532,Loyal Customers
EJ-37202,Ed Jacobs,Consumer,157,3,525,221,Lost Customers
PO-91952,Phillina Ober,Home Office,749,1,27,111,Lost Customers
DJ-136304,Doug Jacobs,Consumer,13,3,3357,524,Potential/Others
BN-14702,Brad Norvell,Corporate,52,4,1498,423,Potential/Others
KB-64051,Katrina Bavinger,Home Office,388,3,239,121,Lost Customers
JG-51602,James Galang,Consumer,650,2,315,111,Lost Customers
BV-112451,Benjamin Venier,Corporate,138,4,6258,325,Potential/Others
RP-93902,Resi Pölking,Consumer,517,2,1073,112,Lost Customers
AR-105702,Anemone Ratner,Consumer,105,4,1898,323,Potential/Others
RH-195103,Rick Huthwaite,Home Office,108,7,1654,343,Loyal Customers
EB-41102,Eugene Barchas,Consumer,21,5,943,532,Loyal Customers
JF-52951,Jason Fortune-,Consumer,64,3,681,422,Potential/Others
AP-9152,Arthur Prichep,Consumer,93,2,517,311,Potential/Others
JR-162103,Justin Ritter,Corporate,106,4,2141,323,Potential/Others
KM-162252,Kalyca Meade,Corporate,163,2,203,211,Lost Customers
AB-100602,Adam Bellavance,Home Office,227,5,3345,234,At Risk
PM-191354,Peter McVee,Home Office,52,4,4115,434,Loyal Customers
HE-48002,Harold Engle,Corporate,37,5,863,432,Loyal Customers
GT-146353,Grant Thornton,Corporate,57,4,2121,423,Potential/Others
EH-139452,Eric Hoffmann,Consumer,191,4,3265,224,Lost Customers
DD-35701,Dorothy Dickinson,Consumer,64,5,1823,433,Loyal Customers
EM-142004,Evan Minnotte,Home Office,159,3,367,221,Lost Customers
RC-98251,Roy Collins,Consumer,742,1,37,111,Lost Customers
RD-95851,Rob Dowd,Consumer,36,6,4464,445,Champions
GG-146503,Greg Guthrie,Corporate,353,4,1154,122,Lost Customers
ER-138554,Elpida Rittenbach,Corporate,422,3,1245,122,Lost Customers
AM-3602,Alice McCarthy,Corporate,176,2,1601,213,Lost Customers
JR-156704,Jim Radford,Consumer,594,2,1157,112,Lost Customers
PR-88802,Patrick Ryan,Consumer,738,1,289,111,Lost Customers
BF-112751,Beth Fritzler,Corporate,737,1,407,111,Lost Customers
ED-38853,Emily Ducich,Home Office,57,5,346,431,Loyal Customers
DL-134954,Dionis Lloyd,Corporate,77,8,3540,354,Loyal Customers
JM-52501,Janet Martin,Consumer,7,3,1956,523,Potential/Others
KB-162403,Karen Bern,Corporate,6,7,2661,544,Champions
HG-49653,Henry Goldwyn,Corporate,737,1,26,111,Lost Customers
NM-185202,Neoma Murray,Consumer,20,5,4103,534,Loyal Customers
BF-10052,Barry Franz,Home Office,735,1,33,111,Lost Customers
BO-13502,Bill Overfelt,Corporate,329,3,140,211,Lost Customers
BT-114854,Brad Thomas,Home Office,660,2,415,111,Lost Customers
MH-80251,Michelle Huthwaite,Consumer,659,3,451,121,Lost Customers
CA-127752,Cynthia Arntzen,Consumer,94,6,2181,333,Loyal Customers
CS-122503,Chris Selesnick,Corporate,101,5,1560,333,Loyal Customers
CH-120703,Cathy Hwang,Home Office,90,4,832,322,Potential/Others
LT-67651,Larry Tron,Consumer,615,2,1279,112,Lost Customers
DB-29702,Darren Budd,Corporate,58,3,332,421,Potential/Others
LP-170952,Liz Preis,Consumer,363,4,1493,123,Lost Customers
JS-60301,Joy Smith,Consumer,219,2,1122,212,Lost Customers
AG-5252,Andy Gerbode,Corporate,729,1,2067,113,Lost Customers
KC-65401,Kelly Collister,Consumer,38,3,175,421,Potential/Others
TC-114752,Tony Chapman,Home Office,728,1,822,112,Lost Customers
BO-113504,Bill Overfelt,Corporate,138,5,2682,334,Loyal Customers
EB-141103,Eugene Barchas,Consumer,36,3,601,422,Potential/Others
RD-196602,Robert Dilbeck,Home Office,239,4,5345,235,At Risk
EB-139754,Erica Bern,Corporate,1,4,1644,523,Potential/Others
DL-129253,Daniel Lacy,Consumer,69,8,3169,454,Champions
MC-178452,Michael Chen,Consumer,16,5,1717,533,Loyal Customers
DC-32852,Debra Catini,Consumer,393,2,227,111,Lost Customers
AG-3902,Allen Goldenen,Consumer,113,2,59,311,Potential/Others
PM-191353,Peter McVee,Home Office,13,5,1632,533,Loyal Customers
SS-104101,Shahid Shariari,Consumer,400,2,222,111,Lost Customers
CG-25202,Claire Gute,Consumer,216,3,938,222,Lost Customers
AH-101201,Adrian Hane,Home Office,472,3,558,112,Lost Customers
ML-77551,Max Ludwig,Home Office,310,4,937,222,Lost Customers
NK-184901,Neil Knudson,Home Office,216,5,6215,235,At Risk
KC-66751,Kimberly Carter,Corporate,721,1,19,111,Lost Customers
GT-47552,Guy Thornton,Consumer,721,1,249,111,Lost Customers
GZ-44703,Gary Zandusky,Consumer,279,5,1154,232,At Risk
JB-160004,Joy Bell-,Consumer,44,7,644,442,Champions
LT-67653,Larry Tron,Consumer,721,1,57,111,Lost Customers
PJ-190153,Pauline Johnson,Consumer,84,6,2352,343,Loyal Customers
JB-54001,Jennifer Braxton,Corporate,232,3,1666,223,Lost Customers
DK-128352,Damala Kotsonis,Corporate,178,5,4960,235,At Risk
DL-29251,Daniel Lacy,Consumer,38,2,356,411,Potential/Others
BS-16651,Brian Stugart,Consumer,510,3,1016,112,Lost Customers
GA-47251,Guy Armstrong,Consumer,71,4,1462,423,Potential/Others
BE-113354,Bill Eplett,Home Office,120,5,4205,334,Loyal Customers
BB-109902,Barry Blumstein,Corporate,15,5,1808,533,Loyal Customers
KB-62401,Karen Bern,Corporate,318,3,868,222,Lost Customers
JH-158201,John Huston,Consumer,42,9,5384,455,Champions
MK-181602,Mike Kennedy,Consumer,23,5,2196,533,Loyal Customers
AT-104352,Alyssa Tate,Home Office,13,4,6342,525,Potential/Others
JP-61351,Julie Prescott,Home Office,87,3,231,321,Potential/Others
IM-150702,Irene Maddox,Consumer,41,9,7327,455,Champions
SA-108301,Sue Ann Reed,Consumer,50,5,505,431,Loyal Customers
EM-39603,Eric Murdock,Consumer,239,3,1585,223,Lost Customers
SC-106802,Steve Carroll,Home Office,190,2,3835,214,Lost Customers
AB-1652,Alan Barnes,Consumer,710,1,411,111,Lost Customers
DM-29552,Dario Medina,Corporate,709,1,139,111,Lost Customers
EA-40351,Erin Ashbrook,Corporate,166,3,131,221,Lost Customers
VB-217451,Victoria Brennan,Corporate,13,7,4206,544,Champions
PG-88951,Paul Gonzalez,Consumer,300,3,482,221,Lost Customers
TB-213554,Todd Boyes,Corporate,147,5,834,332,Loyal Customers
DL-33302,Denise Leinenbach,Consumer,706,1,156,111,Lost Customers
JS-155952,Jill Stevenson,Corporate,48,6,1099,442,Champions
TT-114601,Tonja Turnell,Home Office,362,4,189,131,At Risk
LS-69451,Linda Southworth,Corporate,191,5,1321,232,At Risk
JS-60302,Joy Smith,Consumer,703,1,431,111,Lost Customers
RL-96151,Rob Lucas,Consumer,266,3,169,221,Lost Customers
MF-82501,Monica Federle,Corporate,702,1,25,111,Lost Customers
FW-143952,Fred Wasserman,Corporate,301,5,2878,234,At Risk
AB-101501,Aimee Bixby,Consumer,111,4,429,321,Potential/Others
CK-23251,Christine Kargatis,Home Office,1,4,260,521,Potential/Others
HE-148004,Harold Engle,Corporate,13,4,884,522,Potential/Others
RA-98851,Ruben Ausman,Corporate,700,1,59,111,Lost Customers
KM-62252,Kalyca Meade,Corporate,491,2,884,112,Lost Customers
RA-199451,Ryan Akin,Consumer,2,4,726,532,Loyal Customers
SG-200802,Sandra Glassco,Consumer,69,3,1412,423,Potential/Others
EA-140352,Erin Ashbrook,Corporate,579,3,1337,122,Lost Customers
AB-106003,Ann Blume,Corporate,85,3,377,311,Potential/Others
CS-22502,Chris Selesnick,Corporate,3,3,1739,523,Potential/Others
MT-80701,Michelle Tran,Home Office,324,3,4827,225,Lost Customers
FP-43201,Frank Preis,Consumer,35,2,161,411,Potential/Others
CS-125051,Cindy Stewart,Consumer,197,3,2179,223,Lost Customers
TR-113252,Toby Ritter,Consumer,169,2,123,211,Lost Customers
JF-55651,Jill Fjeld,Consumer,421,3,3367,124,Lost Customers
RF-198401,Roy Französisch,Consumer,16,7,2803,544,Champions
BE-114104,Bobby Elias,Consumer,99,5,2262,333,Loyal Customers
KT-164652,Kean Takahito,Consumer,44,5,796,432,Loyal Customers
CC-26101,Corey Catlett,Corporate,345,3,782,222,Lost Customers
CC-124752,Cindy Chapman,Consumer,192,5,2705,234,At Risk
MG-76801,Maureen Gastineau,Home Office,75,5,2878,434,Loyal Customers
AR-108251,Anthony Rawles,Corporate,379,4,633,122,Lost Customers
JL-55051,Jeremy Lonsdale,Consumer,687,1,927,112,Lost Customers
MY-82951,Muhammed Yedwab,Corporate,44,6,2993,444,Champions
HW-49351,Helen Wasserman,Corporate,57,2,443,411,Potential/Others
JM-155352,Jessica Myrick,Consumer,15,5,1201,532,Loyal Customers
PK-90752,Pete Kriz,Consumer,548,2,459,111,Lost Customers
JR-156703,Jim Radford,Consumer,234,5,2753,234,At Risk
RW-195403,Rick Wilson,Corporate,44,3,1134,422,Potential/Others
CD-19802,Carol Darley,Consumer,256,2,156,211,Lost Customers
BF-10803,Bart Folk,Consumer,210,2,58,211,Lost Customers
RB-97952,Ross Baird,Home Office,182,3,188,221,Lost Customers
TA-113851,Tom Ashbrook,Home Office,9,3,2226,523,Potential/Others
NW-84002,Natalie Webber,Consumer,678,1,334,111,Lost Customers
CA-19651,Carol Adams,Corporate,187,3,435,211,Lost Customers
AR-5101,Andrew Roberts,Consumer,241,2,371,211,Lost Customers
CC-124302,Chuck Clark,Home Office,677,1,57,111,Lost Customers
PA-190602,Pete Armstrong,Home Office,75,3,1921,423,Potential/Others
BD-16351,Brian Derr,Consumer,465,4,592,122,Lost Customers
CR-125802,Clay Rozendal,Home Office,155,5,2143,233,At Risk
MH-74551,Mark Hamilton,Consumer,108,4,457,321,Potential/Others
SM-200053,Sally Matthias,Consumer,240,5,2868,234,At Risk
AS-101353,Adrian Shami,Home Office,236,3,346,211,Lost Customers
DW-135404,Don Weiss,Consumer,99,5,343,331,Loyal Customers
PO-88501,Patrick O'Brill,Consumer,406,2,1076,112,Lost Customers
DK-128951,Dana Kaydos,Consumer,55,5,6372,435,Loyal Customers
TB-111901,Thomas Brumley,Home Office,392,2,424,111,Lost Customers
NS-85051,Neola Schneider,Consumer,14,3,901,522,Potential/Others
JG-153104,Jason Gross,Corporate,3,6,2241,543,Champions
RD-98101,Ross DeVincentis,Home Office,54,5,3021,434,Loyal Customers
TT-114602,Tonja Turnell,Home Office,43,4,1462,433,Loyal Customers
DL-134953,Dionis Lloyd,Corporate,56,6,2176,433,Loyal Customers
SU-206652,Stephanie Ulpright,Home Office,72,5,1111,432,Loyal Customers
RB-197952,Ross Baird,Home Office,193,5,1486,233,At Risk
HF-49951,Herbert Flentye,Consumer,391,3,1410,123,Lost Customers
MO-79501,Michael Oakman,Consumer,664,1,712,112,Lost Customers
SR-104251,Sharelle Roach,Home Office,314,3,122,221,Lost Customers
TB-115952,Troy Blackwell,Consumer,163,3,712,222,Lost Customers
CJ-120104,Caroline Jumper,Consumer,190,8,11165,245,At Risk
BD-117704,Bryan Davis,Consumer,328,6,658,232,At Risk
GW-146052,Giulietta Weimer,Consumer,19,6,3745,544,Champions
VF-117151,Vicky Freymann,Home Office,95,2,543,311,Potential/Others
DM-33451,Denise Monton,Corporate,146,3,334,321,Potential/Others
JE-154753,Jeremy Ellison,Consumer,37,5,471,431,Loyal Customers
JW-152202,Jane Waco,Corporate,15,12,6622,555,Champions
KT-64653,Kean Takahito,Consumer,185,4,545,221,Lost Customers
MK-81601,Mike Kennedy,Consumer,236,2,1310,212,Lost Customers
CV-122952,Christina VanderZanden,Consumer,73,4,670,422,Potential/Others
VM-216852,Valerie Mitchum,Home Office,230,4,4589,235,At Risk
ML-74101,Maris LaWare,Consumer,170,3,193,221,Lost Customers
EM-42002,Evan Minnotte,Home Office,152,2,663,212,Lost Customers
MG-176803,Maureen Gastineau,Home Office,86,5,884,332,Loyal Customers
HZ-149504,Henia Zydlo,Consumer,36,5,887,432,Loyal Customers
DK-32252,Dean Katz,Corporate,251,3,585,222,Lost Customers
BO-114253,Bobby Odegard,Consumer,98,4,3974,324,Potential/Others
EM-140951,Eudokia Martin,Corporate,194,4,3189,224,Lost Customers
BD-15601,Brendan Dodson,Home Office,188,2,137,211,Lost Customers
SV-209354,Susan Vittorini,Consumer,3,8,1903,553,Champions
LC-68853,Lena Creighton,Consumer,652,1,23,111,Lost Customers
FM-43802,Fred McMath,Consumer,2,5,795,532,Loyal Customers
LW-168253,Laurel Workman,Corporate,133,2,469,311,Potential/Others
BF-11701,Ben Ferrer,Home Office,551,2,268,111,Lost Customers
VP-117601,Victoria Pisteka,Corporate,237,2,152,211,Lost Customers
SN-107102,Steve Nguyen,Home Office,377,2,510,111,Lost Customers
LL-168403,Lauren Leatherbury,Consumer,27,7,1613,543,Champions
SG-100802,Sandra Glassco,Consumer,644,1,56,111,Lost Customers
JP-55202,Jeremy Pistek,Consumer,644,1,133,111,Lost Customers
JM-55802,Jill Matthias,Consumer,70,2,165,411,Potential/Others
AG-105253,Andy Gerbode,Corporate,13,5,2620,534,Loyal Customers
LC-171401,Logan Currie,Consumer,14,5,2287,533,Loyal Customers
BM-17852,Bryan Mills,Consumer,49,2,149,411,Potential/Others
JM-152504,Janet Martin,Consumer,38,6,3158,444,Champions
SC-107702,Stewart Carmichael,Corporate,642,1,55,111,Lost Customers
RP-198551,Roy Phan,Corporate,22,5,3516,534,Loyal Customers
MM-80551,Michelle Moray,Consumer,603,2,686,112,Lost Customers
RW-95401,Rick Wilson,Corporate,27,4,4821,535,Loyal Customers
BT-13951,Bill Tyler,Corporate,34,3,205,411,Potential/Others
RB-193604,Raymond Buch,Consumer,97,6,15117,345,Loyal Customers
SM-109501,Suzanne McNair,Corporate,126,2,114,311,Potential/Others
PL-89251,Paul Lucas,Home Office,360,2,261,111,Lost Customers
DA-34502,Dianna Arnett,Home Office,15,2,975,512,Potential/Others
HK-48903,Heather Kirkland,Corporate,57,3,1018,422,Potential/Others
VF-217152,Vicky Freymann,Home Office,107,4,2663,334,Loyal Customers
CS-121753,Charles Sheldon,Corporate,119,3,602,322,Potential/Others
SJ-102153,Sarah Jordon,Consumer,57,6,1276,442,Champions
SM-203202,Sean Miller,Home Office,55,7,3279,444,Champions
JS-160303,Joy Smith,Consumer,22,5,2337,533,Loyal Customers
YS-218801,Yana Sorensen,Corporate,234,4,3547,234,At Risk
JH-54303,Jennifer Halladay,Consumer,632,1,66,111,Lost Customers
SW-203504,Sean Wendt,Home Office,163,3,1019,222,Lost Customers
JS-59401,Joni Sundaresam,Home Office,135,3,755,322,Potential/Others
VG-217902,Vivek Gonzalez,Consumer,111,5,3430,334,Loyal Customers
CS-124002,Christopher Schild,Home Office,28,5,1413,533,Loyal Customers
MR-175453,Mathew Reese,Home Office,201,3,2312,223,Lost Customers
JH-61803,Justin Hirsh,Consumer,28,3,3857,524,Potential/Others
CM-122353,Chris McAfee,Consumer,403,4,2346,123,Lost Customers
AS-106303,Ann Steele,Home Office,629,1,80,111,Lost Customers
BF-12151,Benjamin Farhat,Home Office,118,5,399,331,Loyal Customers
RB-93302,Randy Bradley,Consumer,140,3,2458,323,Potential/Others
JM-155804,Jill Matthias,Consumer,1,5,305,531,Loyal Customers
TB-212501,Tim Brockman,Consumer,3,4,730,532,Loyal Customers
CG-25201,Claire Gute,Consumer,120,4,180,321,Potential/Others
TZ-115801,Tracy Zic,Consumer,49,3,132,421,Potential/Others
ED-38852,Emily Ducich,Home Office,624,1,15,111,Lost Customers
SD-104851,Shirley Daniels,Home Office,41,5,1115,432,Loyal Customers
FA-142301,Frank Atkinson,Corporate,23,5,2177,533,Loyal Customers
JJ-57601,Joel Jenkins,Home Office,450,3,908,122,Lost Customers
AC-104503,Amy Cox,Consumer,197,3,694,212,Lost Customers
BT-113953,Bill Tyler,Corporate,295,2,337,211,Lost Customers
BD-113201,Bill Donatelli,Consumer,112,5,2828,334,Loyal Customers
CR-125804,Clay Rozendal,Home Office,58,4,2149,423,Potential/Others
RS-97652,Roland Schwarz,Corporate,124,2,565,312,Potential/Others
GA-45152,George Ashbrook,Consumer,118,4,1070,322,Potential/Others
EB-38401,Ellis Ballard,Corporate,619,1,9,111,Lost Customers
CS-123551,Christine Sundaresam,Consumer,35,5,3244,434,Loyal Customers
EL-137354,Ed Ludwig,Home Office,78,2,125,311,Potential/Others
PC-190003,Pauline Chand,Home Office,51,2,157,411,Potential/Others
Co-26402,Corey-Lock,Consumer,363,2,14,111,Lost Customers
CM-119352,Carlos Meador,Consumer,75,6,2261,433,Loyal Customers
CK-25952,Clytie Kelty,Consumer,616,1,547,111,Lost Customers
JF-152951,Jason Fortune-,Consumer,108,4,5696,325,Potential/Others
CG-125203,Claire Gute,Consumer,54,3,2591,424,Potential/Others
CL-127004,Craig Leslie,Home Office,106,5,2354,333,Loyal Customers
GM-145001,Gene McClure,Consumer,190,3,1161,222,Lost Customers
DM-135253,Don Miller,Corporate,36,6,2208,443,Champions
SF-200653,Sandra Flanagan,Consumer,63,3,1036,422,Potential/Others
RB-195704,Rob Beeghly,Consumer,26,5,528,531,Loyal Customers
MG-82052,Mitch Gastineau,Corporate,610,1,15,111,Lost Customers
KB-162401,Karen Bern,Corporate,97,5,2930,334,Loyal Customers
MZ-73352,Maria Zettner,Home Office,113,4,3314,324,Potential/Others
LS-69452,Linda Southworth,Corporate,610,1,194,111,Lost Customers
JM-156552,Jim Mitchum,Corporate,159,8,6473,255,At Risk
CS-25052,Cindy Stewart,Consumer,51,3,91,421,Potential/Others
CM-122354,Chris McAfee,Consumer,386,5,2306,133,At Risk
HK-48902,Heather Kirkland,Corporate,609,1,336,111,Lost Customers
PO-91951,Phillina Ober,Home Office,34,4,7799,435,Loyal Customers
BM-116501,Brian Moss,Corporate,157,3,835,212,Lost Customers
SM-209054,Susan MacKendrick,Consumer,607,1,1044,112,Lost Customers
LW-169904,Lindsay Williams,Corporate,34,6,3232,444,Champions
KB-166002,Ken Brennan,Corporate,87,4,598,322,Potential/Others
DW-34802,Dianna Wilson,Home Office,495,2,2469,113,Lost Customers
SR-207401,Steven Roelle,Home Office,94,9,4573,355,Loyal Customers
ND-183701,Natalie DeCherney,Consumer,108,3,652,322,Potential/Others
PJ-90151,Pauline Johnson,Consumer,516,2,623,112,Lost Customers
BM-15751,Brendan Murry,Corporate,41,5,1368,432,Loyal Customers
CV-128054,Cynthia Voltz,Corporate,6,9,2372,553,Champions
BG-10351,Barry Gonzalez,Consumer,601,1,124,111,Lost Customers
MT-78151,Meg Tillman,Consumer,527,2,344,111,Lost Customers
SS-105901,Sonia Sunley,Consumer,29,2,884,512,Potential/Others
LP-70802,Liz Pelletier,Consumer,185,3,207,221,Lost Customers
DL-33151,Delfina Latchford,Consumer,48,3,715,422,Potential/Others
MO-178001,Meg O'Connel,Home Office,7,7,9347,545,Champions
EM-140652,Erin Mull,Consumer,180,2,5518,215,Lost Customers
CS-24001,Christopher Schild,Home Office,12,3,1742,523,Potential/Others
BK-112601,Berenike Kampe,Consumer,29,7,6899,545,Champions
DN-36903,Duane Noonan,Consumer,594,1,133,111,Lost Customers
CL-18903,Carl Ludwig,Consumer,93,3,181,321,Potential/Others
GR-45602,Georgia Rosenberg,Corporate,211,2,483,211,Lost Customers
AS-102854,Alejandro Savely,Corporate,20,6,3215,534,Loyal Customers
CM-121602,Charles McCrossin,Consumer,268,7,2667,244,At Risk
RA-99152,Russell Applegate,Consumer,588,1,219,111,Lost Customers
HA-149203,Helen Andreada,Consumer,31,3,1918,523,Potential/Others
CC-123704,Christopher Conant,Consumer,44,5,12128,435,Loyal Customers
ND-184601,Neil Ducich,Corporate,6,5,1377,533,Loyal Customers
CK-25951,Clytie Kelty,Consumer,216,2,115,211,Lost Customers
SM-209501,Suzanne McNair,Corporate,34,4,1585,433,Loyal Customers
RB-195701,Rob Beeghly,Consumer,164,2,1822,213,Lost Customers
JP-55201,Jeremy Pistek,Consumer,584,1,1213,112,Lost Customers
AA-6452,Anna Andreadi,Consumer,52,3,465,411,Potential/Others
AC-6601,Anna Chung,Consumer,120,3,2666,314,Potential/Others
DB-32102,Dean Braden,Consumer,583,1,17,111,Lost Customers
JK-60901,Juliana Krohn,Consumer,13,3,1078,522,Potential/Others
DJ-35102,Don Jones,Corporate,583,1,194,111,Lost Customers
EP-139153,Emily Phan,Consumer,582,1,1686,113,Lost Customers
AC-4202,Alyssa Crouse,Corporate,387,3,849,112,Lost Customers
RW-196904,Robert Waldorf,Consumer,80,5,3495,334,Loyal Customers
BF-110802,Bart Folk,Consumer,335,4,2303,223,Lost Customers
CC-21001,Chad Cunningham,Home Office,61,2,513,411,Potential/Others
RE-194503,Richard Eichhorn,Consumer,468,2,2970,114,Lost Customers
JE-54751,Jeremy Ellison,Consumer,194,3,179,221,Lost Customers
LP-70952,Liz Preis,Consumer,577,1,238,111,Lost Customers
NL-83101,Nancy Lomonaco,Home Office,576,1,222,111,Lost Customers
SC-200502,Sample Company A,Home Office,112,5,1982,333,Loyal Customers
EK-37951,Eileen Kiefer,Home Office,394,2,174,111,Lost Customers
TH-211152,Thea Hudgings,Corporate,108,2,903,312,Potential/Others
